citing_paper,citing_doi,local_number,full_citation,doi,N,doi_source,full_citation_clean,match_score
vanLier_2023,10.1080/19490976.2023.2178805,1,"Pasquini M, Wang Z, Horowitz MM, Gale RP.. Report from the Center for International Blood and Marrow Transplant Research (CIBMTR): current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. Clin Transpl. 2013;2013:187‚Äì13. -¬†PubMed",,2,no_doi_expected,"Pasquini M, Wang Z, Horowitz MM, Gale RP.. Report from the Center for International Blood and Marrow Transplant Research (CIBMTR): current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. Clin Transpl. 2013;2013:187–13. - PubMed",76.9
vanLier_2023,10.1080/19490976.2023.2178805,97,"Eiseman B, Silen W, Bascom GS, Kauvar AJ. Fecal enema as an adjunct in the treatment of pseudomembranous enterocolitis. Surgery. 1958. Nov;44(5):854‚Äì859. -¬†PubMed",,2,blank,"Eiseman B, Silen W, Bascom GS, Kauvar AJ. Fecal enema as an adjunct in the treatment of pseudomembranous enterocolitis. Surgery. 1958. Nov;44(5):854–859. - PubMed",75.7
Seguy&Hueso_2023,10.1097/mco.0000000000000963,2,"Ferrara JL, Levine JE, Reddy P, Holler E. Graft-versus-host disease. Lancet 2009; 373:1550‚Äì1561.",10.1016/s0140-6736(09)60237-3,8,crossref,"Ferrara JL, Levine JE, Reddy P, Holler E. Graft-versus-host disease. Lancet 2009; 373:1550–1561.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,7,"Schaffrath J, Diederichs T, Unverzagt S, et al. Correlation of nutrition-associated parameters with nonrelapse mortality in allogeneic hematopoietic stem cell transplantation. Ann Hematol 2022; 101:681‚Äì691.",10.1007/s00277-021-04736-0,8,crossref,"Schaffrath J, Diederichs T, Unverzagt S, et al. Correlation of nutrition-associated parameters with nonrelapse mortality in allogeneic hematopoietic stem cell transplantation. Ann Hematol 2022; 101:681–691.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,17,"Peled JU, Gomes ALC, Devlin SM, et al. Microbiota as predictor of mortality in allogeneic hematopoietic-cell transplantation. N Engl J Med 2020; 382:822‚Äì834.",10.3410/f.737439922.793577230,8,crossref,"Peled JU, Gomes ALC, Devlin SM, et al. Microbiota as predictor of mortality in allogeneic hematopoietic-cell transplantation. N Engl J Med 2020; 382:822–834.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,21,"Szovati S, Morrison CF, Couch SC. Nutritional status of allogeneic hematopoietic stem cell transplant recipients and posttransplant outcomes. Nutr Cancer 2023; 75:1200‚Äì1210.",10.1080/01635581.2023.2186261,8,crossref,"Szovati S, Morrison CF, Couch SC. Nutritional status of allogeneic hematopoietic stem cell transplant recipients and posttransplant outcomes. Nutr Cancer 2023; 75:1200–1210.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,22,"Trifilio S, Helenowski I, Giel M, et al. Questioning the role of a neutropenic diet following hematopoietic stem cell transplantation. Biol Blood Marrow Transplant 2012; 18:1385‚Äì1390.",10.1016/j.bbmt.2012.02.015,8,crossref,"Trifilio S, Helenowski I, Giel M, et al. Questioning the role of a neutropenic diet following hematopoietic stem cell transplantation. Biol Blood Marrow Transplant 2012; 18:1385–1390.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,29,"Stein-Thoeringer CK, Nichols KB, Lazrak A, et al. Lactose drives Enterococcus expansion to promote graft-versus-host disease. Science 2019; 366:1143‚Äì1149.",10.3410/f.736996728.793568196,8,crossref,"Stein-Thoeringer CK, Nichols KB, Lazrak A, et al. Lactose drives Enterococcus expansion to promote graft-versus-host disease. Science 2019; 366:1143–1149.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,36,"Gjaerde LK, Ostrowski SR, Jorgensen NR, et al. Pretransplantation vitamin E levels and acute graft-versus-host disease after nonmyeloablative allogeneic hematopoietic cell transplantation. Transpl Immunol 2022; 74:101650.",10.1016/j.trim.2022.101650,8,crossref,"Gjaerde LK, Ostrowski SR, Jorgensen NR, et al. Pretransplantation vitamin E levels and acute graft-versus-host disease after nonmyeloablative allogeneic hematopoietic cell transplantation. Transpl Immunol 2022; 74:101650.",100.0
Seguy&Hueso_2023,10.1097/mco.0000000000000963,43,"Kairiene I, Vaisvilas M, Vasciunaite A, et al. Impact of percutaneous endoscopic gastrostomy on pediatric bone marrow transplantation outcomes: retrospective single-center cohort study. JPEN J Parenter Enteral Nutr 2023; 47:390‚Äì398.",10.1002/jpen.2479,8,crossref,"Kairiene I, Vaisvilas M, Vasciunaite A, et al. Impact of percutaneous endoscopic gastrostomy on pediatric bone marrow transplantation outcomes: retrospective single-center cohort study. JPEN J Parenter Enteral Nutr 2023; 47:390–398.",100.0
Metafuni_2023,10.3390/microorganisms11092182,35,"35.Eilers J., Berger A.M., Petersen M.C. Development, testing, and application of the oral assessment guide. Oncol. Nurs. Forum. 1988;15:325‚Äì330.¬†[PubMed] [Google Scholar]",,1,blank,"35.Eilers J., Berger A.M., Petersen M.C. Development, testing, and application of the oral assessment guide. Oncol. Nurs. Forum. 1988;15:325–330. [PubMed] [Google Scholar]",47.5
Muratore_2023,10.3389/fnut.2023.1075778,2,"Ferrara JLM, Levine JE, Reddy P, Holler E. Graft-versus-host disease.¬†Lancet.¬†(2009) 373:1550‚Äì61. -¬†PMC¬†-¬†PubMed",10.1016/s0140-6736(09)60237-3,4,crossref,"Ferrara JLM, Levine JE, Reddy P, Holler E. Graft-versus-host disease. Lancet. (2009) 373:1550–61. - PMC - PubMed",100.0
Muratore_2023,10.3389/fnut.2023.1075778,93,"J√§rvel√§ I, Torniainen S, Kolho KL. Molecular genetics of human lactase deficiencies.¬†Ann Med.¬†(2009) 41:568‚Äì75. -¬†PubMed",10.1080/07853890903121033,4,crossref,"Järvelä I, Torniainen S, Kolho KL. Molecular genetics of human lactase deficiencies. Ann Med. (2009) 41:568–75. - PubMed",96.3
Muratore_2023,10.3389/fnut.2023.1075778,108,"Verduci E, K√∂glmeier J. Immunomodulation in children: the Role of the Diet.¬†J Pediatr Gastroenterol Nutr.¬†(2021) 73:293‚Äì8. -¬†PMC¬†-¬†PubMed",10.1097/mpg.0000000000003152,4,crossref,"Verduci E, Köglmeier J. Immunomodulation in children: the Role of the Diet. J Pediatr Gastroenterol Nutr. (2021) 73:293–8. - PMC - PubMed",92.9
Muratore_2023,10.3389/fnut.2023.1075778,111,"Schmitz G, Ecker J. The opposing effects of n-3 and n-6 fatty acids.¬†Prog Lipid Res.¬†(2008) 47:147‚Äì55. -¬†PubMed",10.1016/j.plipres.2007.12.004,4,crossref,"Schmitz G, Ecker J. The opposing effects of n-3 and n-6 fatty acids. Prog Lipid Res. (2008) 47:147–55. - PubMed",100.0
Bilinski_2022,10.3390/biomedicines10040837,2,"Pasquini M., Wang Z., Horowitz M.M., Gale R.P. 2013 report from the Center for International Blood and Marrow Transplant Research (CIBMTR): Current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. [(accessed on 20 February 2022)];Clin. Transpl. 2013 :187‚Äì197. Available online:¬†https://pubmed.ncbi.nlm.nih.gov/25095508/¬†-¬†PubMed",,3,no_doi_expected,"Pasquini M., Wang Z., Horowitz M.M., Gale R.P. 2013 report from the Center for International Blood and Marrow Transplant Research (CIBMTR): Current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. [(accessed on 20 February 2022)];Clin. Transpl. 2013 :187–197. Available online: https://pubmed.ncbi.nlm.nih.gov/25095508/ - PubMed",85.4
Bilinski_2022,10.3390/biomedicines10040837,27,"Ferrara J.L.M., Yanik G. Acute graft versus host disease: Pathophysiology, risk factors, and prevention strategies. Clin. Adv. Hematol. Oncol. H&O. 2005;3:415. -¬†PubMed",,3,blank,"Ferrara J.L.M., Yanik G. Acute graft versus host disease: Pathophysiology, risk factors, and prevention strategies. Clin. Adv. Hematol. Oncol. H&O. 2005;3:415. - PubMed",78.2
Bilinski_2022,10.3390/biomedicines10040837,112,"Marcella C., Cui B., Kelly C.R., Ianiro G., Cammarota G., Zhang F. Systematic review: The global incidence of faecal microbiota transplantation-related adverse events from 2000 to 2020. Aliment. Pharmacol. Ther. 2020;53:33‚Äì42. -¬†PubMed",10.1111/apt.16148,3,crossref,"Marcella C., Cui B., Kelly C.R., Ianiro G., Cammarota G., Zhang F. Systematic review: The global incidence of faecal microbiota transplantation-related adverse events from 2000 to 2020. Aliment. Pharmacol. Ther. 2020;53:33–42. - PubMed",100.0
KazmierczakSiedlecka_2021,10.3390/cancers13184665,29,"Allegra A., Innao V., Allegra A.G., Ettari R., Pugliese M., Pulvirenti N., Musolino C. Role of the microbiota in hematologic malignancies. Neth. J. Med. 2019;77:67‚Äì80. -¬†PubMed",,3,blank,"Allegra A., Innao V., Allegra A.G., Ettari R., Pugliese M., Pulvirenti N., Musolino C. Role of the microbiota in hematologic malignancies. Neth. J. Med. 2019;77:67–80. - PubMed",81.0
KazmierczakSiedlecka_2021,10.3390/cancers13184665,74,"Bilinski J., Lis K., Tomaszewska A., Pechcinska A., Grzesiowski P., Dzieciatkowski T., Walesiak A., Gierej B., Ziarkiewicz-Wr√≥blewska B., Tyszka M., et al. Eosinophilic gastroenteritis and graft-versus-host disease induced by transmission of Norovirus with fecal microbiota transplant. Transpl. Infect. Dis. 2021;23:e13386. -¬†PubMed",10.1111/tid.13386,3,crossref,"Bilinski J., Lis K., Tomaszewska A., Pechcinska A., Grzesiowski P., Dzieciatkowski T., Walesiak A., Gierej B., Ziarkiewicz-Wróblewska B., Tyszka M., et al. Eosinophilic gastroenteritis and graft-versus-host disease induced by transmission of Norovirus with fecal microbiota transplant. Transpl. Infect. Dis. 2021;23:e13386. - PubMed",100.0
KazmierczakSiedlecka_2021,10.3390/cancers13184665,104,"Lolis N., Veldekis D., Moraitou H., Kanavaki S., Velegraki A., Triandafyllidis C., Tasioudis C., Pefanis A., Pneumatikos I. Saccharomyces boulardii fungaemia in an intensive care unit patient treated with caspofungin. Crit. Care. 2008;12:414. -¬†PMC¬†-¬†PubMed",10.1186/cc6843,3,crossref,"Lolis N., Veldekis D., Moraitou H., Kanavaki S., Velegraki A., Triandafyllidis C., Tasioudis C., Pefanis A., Pneumatikos I. Saccharomyces boulardii fungaemia in an intensive care unit patient treated with caspofungin. Crit. Care. 2008;12:414. - PMC - PubMed",100.0
Fujiwara_2021,10.3389/fimmu.2021.703298,111,"Sigalet DL, Mackenzie SL, Hameed SM. Enteral Nutrition and Mucosal Immunity: Implications for Feeding Strategies in Surgery and Trauma. Can J Surg (2004) 47:109‚Äì16. -¬†PMC¬†-¬†PubMed",,1,blank,"Sigalet DL, Mackenzie SL, Hameed SM. Enteral Nutrition and Mucosal Immunity: Implications for Feeding Strategies in Surgery and Trauma. Can J Surg (2004) 47:109–16. - PMC - PubMed",76.3
Qayed_2021,10.1016/j.coi.2021.02.006,3,"van Bekkum DW, Roodenburg J, Heidt PJ, van der Waaij D: Mitigation of secondary disease of allogeneic mouse radiation chimeras by modification of the intestinal microflora. J Natl Cancer Inst 1974, 52:401‚Äì404. -¬†PubMed",10.1093/jnci/52.2.401,8,crossref,"van Bekkum DW, Roodenburg J, Heidt PJ, van der Waaij D: Mitigation of secondary disease of allogeneic mouse radiation chimeras by modification of the intestinal microflora. J Natl Cancer Inst 1974, 52:401–404. - PubMed",100.0
Qayed_2021,10.1016/j.coi.2021.02.006,7,"Belkaid Y, Hand TW: Role of the microbiota in immunity and inflammation. Cell 2014, 157:121‚Äì141. -¬†PMC¬†-¬†PubMed",10.1016/j.cell.2014.03.011,8,crossref,"Belkaid Y, Hand TW: Role of the microbiota in immunity and inflammation. Cell 2014, 157:121–141. - PMC - PubMed",97.4
Qayed_2021,10.1016/j.coi.2021.02.006,20,"Mathewson ND, Jenq R, Mathew AV, Koenigsknecht M, Hanash A, Toubai T, Oravecz-Wilson K, Wu SR, Sun Y, Rossi C, et al. : Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease. Nat Immunol 2016, 17:505‚Äì513. -¬†PMC¬†-¬†PubMed",10.1038/ni.3400,8,crossref,"Mathewson ND, Jenq R, Mathew AV, Koenigsknecht M, Hanash A, Toubai T, Oravecz-Wilson K, Wu SR, Sun Y, Rossi C, et al. : Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease. Nat Immunol 2016, 17:505–513. - PMC - PubMed",100.0
Qayed_2021,10.1016/j.coi.2021.02.006,25,"Stein-Thoeringer CK, Nichols KB, Lazrak A, Docampo MD, Slingerland AE, Slingerland JB, Clurman AG, Armijo G, Gomes ALC, Shono Y, et al. : Lactose drives Enterococcus expansion to promote graft-versus-host disease. Science 2019, 366:1143‚Äì1149. -¬†PMC¬†-¬†PubMed",10.3410/f.736996728.793568196,8,crossref,"Stein-Thoeringer CK, Nichols KB, Lazrak A, Docampo MD, Slingerland AE, Slingerland JB, Clurman AG, Armijo G, Gomes ALC, Shono Y, et al. : Lactose drives Enterococcus expansion to promote graft-versus-host disease. Science 2019, 366:1143–1149. - PMC - PubMed",100.0
Qayed_2021,10.1016/j.coi.2021.02.006,34,"Peled JU, Devlin SM, Staffas A, Lumish M, Khanin R, Littmann ER, Ling L, Kosuri S, Maloy M, Slingerland JB, et al. : Intestinal Microbiota and Relapse After Hematopoietic-Cell Transplantation. J Clin Oncol 2017, 35:1650‚Äì1659. -¬†PMC¬†-¬†PubMed",10.1200/jco.2016.70.3348,8,crossref,"Peled JU, Devlin SM, Staffas A, Lumish M, Khanin R, Littmann ER, Ling L, Kosuri S, Maloy M, Slingerland JB, et al. : Intestinal Microbiota and Relapse After Hematopoietic-Cell Transplantation. J Clin Oncol 2017, 35:1650–1659. - PMC - PubMed",100.0
Qayed_2021,10.1016/j.coi.2021.02.006,46,"Park JH, Lee JM, Lee EJ, Hwang WB, Kim DJ: Indole-3-Carbinol Promotes Goblet-Cell Differentiation Regulating Wnt and Notch Signaling Pathways AhR-Dependently. Mol Cells 2018, 41:290‚Äì300. -¬†PMC¬†-¬†PubMed",,8,blank,"Park JH, Lee JM, Lee EJ, Hwang WB, Kim DJ: Indole-3-Carbinol Promotes Goblet-Cell Differentiation Regulating Wnt and Notch Signaling Pathways AhR-Dependently. Mol Cells 2018, 41:290–300. - PMC - PubMed",70.7
Qayed_2021,10.1016/j.coi.2021.02.006,67,"Smith LH, Besser SG: Dietary restrictions for patients with neutropenia: a survey of institutional practices. Oncol Nurs Forum 2000, 27:515‚Äì520. -¬†PubMed",,8,blank,"Smith LH, Besser SG: Dietary restrictions for patients with neutropenia: a survey of institutional practices. Oncol Nurs Forum 2000, 27:515–520. - PubMed",84.2
Qayed_2021,10.1016/j.coi.2021.02.006,68,"Loub WD, Wattenberg LW, Davis DW: Aryl hydrocarbon hydroxylase induction in rat tissues by naturally occurring indoles of cruciferous plants. J Natl Cancer Inst 1975, 54:985‚Äì988. -¬†PubMed",10.1016/0041-008x(75)90090-3,8,crossref,"Loub WD, Wattenberg LW, Davis DW: Aryl hydrocarbon hydroxylase induction in rat tissues by naturally occurring indoles of cruciferous plants. J Natl Cancer Inst 1975, 54:985–988. - PubMed",88.9
Muskens_2021,10.3390/cells10082051,15,"Peralvo J., Bacigalupo A., Pittaluga P.A., Occhini D., Van Lint M.T., Frassoni F., Nardelli E., Transino A., Pantarotto M., Marmout A.M. Poor graft function associated with graft-versus-host disease after allogeneic marrow transplantation. Bone Marrow Transplant. 1987;2:279‚Äì285. -¬†PubMed",,6,blank,"Peralvo J., Bacigalupo A., Pittaluga P.A., Occhini D., Van Lint M.T., Frassoni F., Nardelli E., Transino A., Pantarotto M., Marmout A.M. Poor graft function associated with graft-versus-host disease after allogeneic marrow transplantation. Bone Marrow Transplant. 1987;2:279–285. - PubMed",86.5
Muskens_2021,10.3390/cells10082051,41,"Charles A., Janeway J., Travers P., Walport M., Shlomchik M.J. Immunobiology: The Immune System in Health and Disease. 5th ed. Garland Science; New York, NY, USA: 2001. T cell-mediated cytotoxicity.",10.1016/s0167-5699(00)01613-3,6,crossref,"Charles A., Janeway J., Travers P., Walport M., Shlomchik M.J. Immunobiology: The Immune System in Health and Disease. 5th ed. Garland Science; New York, NY, USA: 2001. T cell-mediated cytotoxicity.",97.1
Muskens_2021,10.3390/cells10082051,54,"Lepri E., Delfino D.V., Migliorati G., Moraca R., Ayroldi E., Riccardi C. Functional expression of Fas on mouse bone marrow stromal cells: Upregulation by tumor necrosis factor-Œ± and interferon-Œ≥. Exp. Hematol. 1998;26:1202‚Äì1208. -¬†PubMed",,6,blank,"Lepri E., Delfino D.V., Migliorati G., Moraca R., Ayroldi E., Riccardi C. Functional expression of Fas on mouse bone marrow stromal cells: Upregulation by tumor necrosis factor-α and interferon-γ. Exp. Hematol. 1998;26:1202–1208. - PubMed",69.9
Muskens_2021,10.3390/cells10082051,57,"Kumar S., Mohammadpour H., Cao X. Targeting cytokines in GVHD therapy. J. Immunol. Res. Ther. 2017;2:90‚Äì99. -¬†PMC¬†-¬†PubMed",,6,blank,"Kumar S., Mohammadpour H., Cao X. Targeting cytokines in GVHD therapy. J. Immunol. Res. Ther. 2017;2:90–99. - PMC - PubMed",69.1
Muskens_2021,10.3390/cells10082051,71,"Murphy K., Charles A., Janeway J., Travers P., Walport M. Janeway‚Äôs Immunobiology. Garland Science; New York, NY, USA: 2012.",,6,blank,"Murphy K., Charles A., Janeway J., Travers P., Walport M. Janeway's Immunobiology. Garland Science; New York, NY, USA: 2012.",85.1
Muskens_2021,10.3390/cells10082051,108,"McKeny P.T., Nessel T.A., Zito P.M. Antifungal Antibiotics. StatPearls Publishing; Treasure Island, FL, USA: 2021. -¬†PubMed",,6,blank,"McKeny P.T., Nessel T.A., Zito P.M. Antifungal Antibiotics. StatPearls Publishing; Treasure Island, FL, USA: 2021. - PubMed",69.6
Deeg_2021,10.3389/fimmu.2021.652105,2,"2.Burchenal JH, Oettgen HF, Holmberg EA, Hemphill SC, Reppert JA. Effect of total body irradiation on the transplantability of mouse leukemias. Cancer Res. (1960) 20:425.¬†[PubMed] [Google Scholar]",,3,blank,"2.Burchenal JH, Oettgen HF, Holmberg EA, Hemphill SC, Reppert JA. Effect of total body irradiation on the transplantability of mouse leukemias. Cancer Res. (1960) 20:425. [PubMed] [Google Scholar]",62.5
Deeg_2021,10.3389/fimmu.2021.652105,6,"6.Mathe G, Amiel JL, Schwarzenberg L, Cattan A, Schneider M. Adoptive immunotherapy of acute leukemia: experimental and clinical results. Cancer Res. (1965) 25:1525‚Äì31.¬†[PubMed] [Google Scholar]",,3,blank,"6.Mathe G, Amiel JL, Schwarzenberg L, Cattan A, Schneider M. Adoptive immunotherapy of acute leukemia: experimental and clinical results. Cancer Res. (1965) 25:1525–31. [PubMed] [Google Scholar]",81.6
Deeg_2021,10.3389/fimmu.2021.652105,20,"20.Fuchs EJ, Luznik L. HLA-haploidentical hematopoietic cell transplantation. UpToDate [Electronic Resource] (2019). Available online at:¬†https://www.uptodate.com/contents/hla-haploidentical-hematopoietic-cell-transplantation",,3,no_doi_expected,"20.Fuchs EJ, Luznik L. HLA-haploidentical hematopoietic cell transplantation. UpToDate [Electronic Resource] (2019). Available online at: https://www.uptodate.com/contents/hla-haploidentical-hematopoietic-cell-transplantation",61.4
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,44,"Mowat A, Socie G. Intestianl Graft-vs.-Host Disease. In: Mowat A, Socie G. editors. Graft vs. Host Disease. United States: CRC Press; (2004). pp. 279‚Äì327.",10.1201/b14165-16,7,crossref,"Mowat A, Socie G. Intestianl Graft-vs.-Host Disease. In: Mowat A, Socie G. editors. Graft vs. Host Disease. United States: CRC Press; (2004). pp. 279–327.",100.0
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,87,"Sale GE, Beauchamp M. Parafollicular Hair Bulge in Human GVHD: A Stem Cell-Rich Primary Target. Bone Marrow Transplant (1993) 11(3):223‚Äì5. -¬†PubMed",,7,blank,"Sale GE, Beauchamp M. Parafollicular Hair Bulge in Human GVHD: A Stem Cell-Rich Primary Target. Bone Marrow Transplant (1993) 11(3):223–5. - PubMed",54.5
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,88,"Sale GE, Beauchamp MD, Akiyama M. Parafollicular Bulges, But Not Hair Bulb Keratinocytes, Are Attacked in Graft-Versus-Host Disease of Human Skin. Bone Marrow Transplant (1994) 14(3):411‚Äì3. -¬†PubMed",,7,blank,"Sale GE, Beauchamp MD, Akiyama M. Parafollicular Bulges, But Not Hair Bulb Keratinocytes, Are Attacked in Graft-Versus-Host Disease of Human Skin. Bone Marrow Transplant (1994) 14(3):411–3. - PubMed",81.6
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,90,"Sale GE, Shulman HM, Gallucci BB, Thomas ED. Young Rete Ridge Keratinocytes Are Preferred Targets in Cutaneous Graft-Versus-Host Disease. Am J Pathol (1985) 118(2):278‚Äì87. -¬†PMC¬†-¬†PubMed",,7,blank,"Sale GE, Shulman HM, Gallucci BB, Thomas ED. Young Rete Ridge Keratinocytes Are Preferred Targets in Cutaneous Graft-Versus-Host Disease. Am J Pathol (1985) 118(2):278–87. - PMC - PubMed",79.7
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,134,"McKenna KJ, Ligato S, Kauffman GL, Jr., Abt AB, Stryker JA, Conter RL. Epidermal Growth Factor Enhances Intestinal Mitotic Activity and DNA Content After Acute Abdominal Radiation. Surgery (1994) 115(5):626‚Äì32. -¬†PubMed",,7,blank,"McKenna KJ, Ligato S, Kauffman GL, Jr., Abt AB, Stryker JA, Conter RL. Epidermal Growth Factor Enhances Intestinal Mitotic Activity and DNA Content After Acute Abdominal Radiation. Surgery (1994) 115(5):626–32. - PubMed",76.5
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,151,"Eigenbrodt ML, Eigenbrodt EH, Thiele DL. Histologic Similarity of Murine Colonic Graft-Versus-Host Disease (GVHD) to Human Colonic GVHD and Inflammatory Bowel Disease. Am J Pathol (1990) 137(5):1065‚Äì76. -¬†PMC¬†-¬†PubMed",,7,blank,"Eigenbrodt ML, Eigenbrodt EH, Thiele DL. Histologic Similarity of Murine Colonic Graft-Versus-Host Disease (GVHD) to Human Colonic GVHD and Inflammatory Bowel Disease. Am J Pathol (1990) 137(5):1065–76. - PMC - PubMed",68.3
Ara&Hashimoto_2021,10.3389/fimmu.2021.713631,152,"Levy DA, Wefald A. Gut Mucosal Mast Cells and Goblet Cells During Acute Graft-Versus-Host Disease in Rats. Ann Inst Pasteur Immunol (1986) 137D(2):281‚Äì8. -¬†PubMed",,7,blank,"Levy DA, Wefald A. Gut Mucosal Mast Cells and Goblet Cells During Acute Graft-Versus-Host Disease in Rats. Ann Inst Pasteur Immunol (1986) 137D(2):281–8. - PubMed",72.7
Beckman_2021,10.1007/s00520-020-05821-2,2,"Wojnar J, Giebel S, Krawczyk-Kulis M, Markiewicz M, Kruzel T, Wylezol I, Czerw T, Seweryn M, Holowiecki J (2006) Acute graft-versus-host disease. The incidence and risk factors. Ann Transplant 11(1):16‚Äì23 -¬†PubMed",,5,blank,"Wojnar J, Giebel S, Krawczyk-Kulis M, Markiewicz M, Kruzel T, Wylezol I, Czerw T, Seweryn M, Holowiecki J (2006) Acute graft-versus-host disease. The incidence and risk factors. Ann Transplant 11(1):16–23 - PubMed",59.6
Beckman_2021,10.1007/s00520-020-05821-2,22,Biological Research Article Distiller v1.2¬†http://www.cbs.dtu.dk/services/BioReader/,,5,no_doi_expected,Biological Research Article Distiller v1.2 http://www.cbs.dtu.dk/services/BioReader/,62.7
Beckman_2021,10.1007/s00520-020-05821-2,24,MetAbolic pAthways DAtabase for Microbial taxonomic groups¬†http://macadam.toulouse.inra.fr/,,5,no_doi_expected,MetAbolic pAthways DAtabase for Microbial taxonomic groups http://macadam.toulouse.inra.fr/,77.9
Beckman_2021,10.1007/s00520-020-05821-2,26,Kyoto Encyclopedia of Genes and Genomes (KEGG) database¬†https://www.genome.jp/kegg/,,5,no_doi_expected,Kyoto Encyclopedia of Genes and Genomes (KEGG) database https://www.genome.jp/kegg/,75.4
Beckman_2021,10.1007/s00520-020-05821-2,47,"Mougeot FB, Beckman M, Osipoff A, Dodd B, Butler C, Noll J, Morton DS, Avalos B, Copelan E, Brennan M, Mougeot JL (2020) Oral microbiome profiles of haematopoietic stem cell transplant patients who develop graft-versus-host disease [abstract]. Support Care Cancer [publication deferred due to COVID]",,5,blank,"Mougeot FB, Beckman M, Osipoff A, Dodd B, Butler C, Noll J, Morton DS, Avalos B, Copelan E, Brennan M, Mougeot JL (2020) Oral microbiome profiles of haematopoietic stem cell transplant patients who develop graft-versus-host disease [abstract]. Support Care Cancer [publication deferred due to COVID]",59.3
Pession_2021,10.3390/jpm11020100,5,"Carreras E., Dufour C., Mohty M., Kr√∂ger N. The EBMT Handbook: Hematopoietic Stem Cell Transplantation and Cellular Therapies. Springer International Publishing AG; Cham, Switzerland: 2019. -¬†PubMed",,3,no_doi_expected,"Carreras E., Dufour C., Mohty M., Kröger N. The EBMT Handbook: Hematopoietic Stem Cell Transplantation and Cellular Therapies. Springer International Publishing AG; Cham, Switzerland: 2019. - PubMed",70.0
Pession_2021,10.3390/jpm11020100,30,"DeFilipp Z., Bloom P.P., Soto M.T., Mansour M.K., Sater M.R., Huntley M.H., Turbett S., Chung R.T., Chen Y.-B., Hohmann E.L. Drug-Resistant E. coli Bacteremia Transmitted by Fecal Microbiota Transplant. N. Engl. J. Med. 2019;381:2043‚Äì2050. -¬†PubMed",10.1056/nejmoa1910437,3,crossref,"DeFilipp Z., Bloom P.P., Soto M.T., Mansour M.K., Sater M.R., Huntley M.H., Turbett S., Chung R.T., Chen Y.-B., Hohmann E.L. Drug-Resistant E. coli Bacteremia Transmitted by Fecal Microbiota Transplant. N. Engl. J. Med. 2019;381:2043–2050. - PubMed",93.4
Pession_2021,10.3390/jpm11020100,65,"Woloszynek S., Pastor S., Mell J.C., Nandi N., Sokhansanj B., Rosen G.L. International Review of Cell and Molecular Biology. Elsevier; Amsterdam, The Netherlands: 2016. Engineering Human Microbiota: Influencing Cellular and Community Dynamics for Therapeutic Applications; pp. 67‚Äì124. -¬†PubMed",10.1016/bs.ircmb.2016.01.003,3,crossref,"Woloszynek S., Pastor S., Mell J.C., Nandi N., Sokhansanj B., Rosen G.L. International Review of Cell and Molecular Biology. Elsevier; Amsterdam, The Netherlands: 2016. Engineering Human Microbiota: Influencing Cellular and Community Dynamics for Therapeutic Applications; pp. 67–124. - PubMed",99.2
Kumari_2020,10.3389/fphar.2020.588449,27,"Engelking L. R. (2015). ‚ÄúIntroduction to section III,‚Äù in Textbook of veterinary physiological chemistry. 3rd Edn Editor Engelking L. R. (Boston: Academic Press; ), 116.",,3,no_doi_expected,"Engelking L. R. (2015). ""Introduction to section III,"" in Textbook of veterinary physiological chemistry. 3rd Edn Editor Engelking L. R. (Boston: Academic Press; ), 116.",74.5
Kumari_2020,10.3389/fphar.2020.588449,50,"Kumar S., Mohammadpour H., Cao X. (2017). Targeting cytokines in GVHD therapy. J Immunol. Res. Ther. 2 (1), 90‚Äì99. Published online June 28, 2017. PMCID: PMC5557058 NIHMSID: NIHMS891689 PMID: 28819653 -¬†PMC¬†-¬†PubMed",,3,blank,"Kumar S., Mohammadpour H., Cao X. (2017). Targeting cytokines in GVHD therapy. J Immunol. Res. Ther. 2 (1), 90–99. Published online June 28, 2017. PMCID: PMC5557058 NIHMSID: NIHMS891689 PMID: 28819653 - PMC - PubMed",56.0
