item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),creator (Read-Only),last read (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,First author,Last author,Title,Author,Journal,ISSN,Abstract,Date,Journal Abbreviation,Pages,Issue,Volume,Tags,Citekey
7f858a18-2a29-48be-8360-12fe087b7334,,article,2025-10-20T18:17:00Z,2025-10-20T18:17:25Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1128/iai.00102-19,,31010813,PMC6589067,,,2019,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/7f858a18-2a29-48be-8360-12fe087b7334,,"Dubin, Krista A.","Xavier, Joao B.",Diversification and Evolution of Vancomycin-Resistant Enterococcus faecium during Intestinal Domination,"Dubin, Krista A.; Mathur, Deepti; McKenney, Peter T.; Taylor, Bradford P.; Littmann, Eric R.; Peled, Jonathan U.; den Brink, Marcel R. M. van; Taur, Ying; Pamer, Eric G.; Xavier, Joao B.",Infection and Immunity,"Vancomycin-resistant Enterococcus faecium (VRE) is a leading cause of hospital-acquired infections. This is particularly true in immunocompromised patients, where the damage to the microbiota caused by antibiotics can lead to VRE domination of the intestine, increasing a patient’s risk for bloodstream infection. In previous studies we observed that the intestinal domination by VRE of patients hospitalized to receive allogeneic bone marrow transplantation can persist for weeks, but little is known about subspecies diversification and evolution during prolonged domination. Here we combined a longitudinal analysis of patient data and in vivo experiments to reveal previously unappreciated subspecies dynamics during VRE domination that appeared to be stable from 16S rRNA microbiota analyses. Whole-genome sequencing of isolates obtained from sequential stool samples provided by VRE-dominated patients revealed an unanticipated level of VRE population complexity that evolved over time. In experiments with ampicillin-treated mice colonized with a single CFU, VRE rapidly diversified and expanded into distinct lineages that competed for dominance. Mathematical modeling shows that in vivo evolution follows mostly a parabolic fitness landscape, where each new mutation provides diminishing returns and, in the setting of continuous ampicillin treatment, reveals a fitness advantage for mutations in penicillin-binding protein 5 (pbp5) that increase resistance to ampicillin. Our results reveal the rapid diversification of host-colonizing VRE populations, with implications for epidemiologic tracking of in-hospital VRE transmission and susceptibility to antibiotic treatment.",Infect. Immun.,10.1128/iai.00102-19,Liao cited,0019-9567,7,87,,
f4c49596-5d2a-49c6-a874-890c9fbff65d,,article,2025-10-20T18:15:11Z,2025-10-28T14:42:06Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-30T22:16:51Z,TRUE,,,FALSE,,10.1093/infdis/jix011,,28498996,PMC5426375,,lee2017protective.pdf,2017,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/f4c49596-5d2a-49c6-a874-890c9fbff65d,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:f4c49596-5d2a-49c6-a874-890c9fbff65d,"Lee, Yeon Joo","Taur, Ying",Protective Factors in the Intestinal Microbiome Against Clostridium difficile Infection in Recipients of Allogeneic Hematopoietic Stem Cell Transplantation,"Lee, Yeon Joo; Arguello, Esther S.; Jenq, Robert R.; Littmann, Eric; Kim, Grace J.; Miller, Liza C.; Ling, Lilan; Figueroa, Cesar; Robilotti, Elizabeth; Perales, Miguel-Angel; Barker, Juliet N.; Giralt, Sergio; den Brink, Marcel R. M. van; Pamer, Eric G.; Taur, Ying",The Journal of Infectious Diseases,"Clostridium difficile infection (CDI) is a frequent complication in recipients of allogeneic hematopoietic stem cell transplantation (allo-HSCT), who receive intensive treatments that significantly disrupt the intestinal microbiota. In this study, we examined the microbiota composition of allo-HSCT recipients to identify bacterial colonizers that confer protection against CDI after engraftment. Feces collected from adult recipients allo-HSCT at engraftment were analyzed; 16S ribosomal RNA genes were sequenced and analyzed from each sample. Bacterial taxa with protective effects against development of CDI were identified by means of linear discriminant analysis effect size analysis and then further assessed with clinical predictors of CDI using survival analysis. A total of 234 allo-HSCT recipients were studied; postengraftment CDI developed in 53 (22.6%). Within the composition of the microbiota, the presence of 3 distinct bacterial taxa was correlated with protection against CDI: Bacteroidetes, Lachnospiraceae, and Ruminococcaceae. Colonization with these groups at engraftment was associated with a 60% lower risk of CDI, independent of clinical factors. Colonization with these 3 bacterial groups is associated with a lower risk of CDI. These groups have been shown to be vital components of the intestinal microbiota. Targeted efforts to maintain them may help minimize the risk of CDI in this at-risk population.", J. Infect. Dis.,1117-1123,"Liao cited,SCFA",0022-1899,7,215,,
5298c12c-07ab-4ace-a768-4f89430dedc8,,article,2025-10-20T18:09:58Z,2025-10-20T18:10:35Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-20T18:34:14Z,TRUE,,,FALSE,,10.1128/iai.00206-19,,31262981,PMC6704593,,,2019,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/5298c12c-07ab-4ace-a768-4f89430dedc8,,"Morjaria, Sejal","Taur, Ying",Antibiotic-Induced Shifts in Fecal Microbiota Density and Composition during Hematopoietic Stem Cell Transplantation,"Morjaria, Sejal; Schluter, Jonas; Taylor, Bradford P.; Littmann, Eric R.; Carter, Rebecca A.; Fontana, Emily; Peled, Jonathan U.; den Brink, Marcel R. M. van; Xavier, Joao B.; Taur, Ying",Infection and Immunity,"Dramatic microbiota changes and loss of commensal anaerobic bacteria are associated with adverse outcomes in hematopoietic cell transplantation (HCT) recipients. In this study, we demonstrate these dynamic changes at high resolution through daily stool sampling and assess the impact of individual antibiotics on those changes. We collected 272 longitudinal stool samples (with mostly daily frequency) from 18 patients undergoing HCT and determined their composition by multiparallel 16S rRNA gene sequencing as well as the density of bacteria in stool by quantitative PCR (qPCR). We calculated microbiota volatility to quantify rapid shifts and developed a new dynamic systems inference method to assess the specific impact of antibiotics. The greatest shifts in microbiota composition occurred between stem cell infusion and reconstitution of healthy immune cells. Piperacillin-tazobactam caused the most severe declines among obligate anaerobes. Our approach of daily sampling, bacterial density determination, and dynamic systems modeling allowed us to infer the independent effects of specific antibiotics on the microbiota of HCT patients.",Infect. Immun.,10.1128/iai.00206-19,Liao cited,0019-9567,9,87,,
8530fbf5-3c13-4ea6-ae0f-287ed6cb1e88,,article,2025-10-15T19:39:18Z,2025-10-20T18:08:42Z,sophie.huebler@utah.edu (Sophie Huebler),2025-11-25T20:39:28Z,TRUE,,,FALSE,,10.1038/s41586-020-2971-8,,33239790,PMC7725892,,"login.ezproxy.lib.utah.edu 10/15/2025, 1:39:57 PM.pdf",2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/8530fbf5-3c13-4ea6-ae0f-287ed6cb1e88,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:8530fbf5-3c13-4ea6-ae0f-287ed6cb1e88,"Schluter, Jonas","Xavier, Joao B.",The gut microbiota is associated with immune cell dynamics in humans,"Schluter, Jonas; Peled, Jonathan U.; Taylor, Bradford P.; Markey, Kate A.; Smith, Melody; Taur, Ying; Niehus, Rene; Staffas, Anna; Dai, Anqi; Fontana, Emily; Amoretti, Luigi A.; Wright, Roberta J.; Morjaria, Sejal; Fenelus, Maly; Pessin, Melissa S.; Chao, Nelson J.; Lew, Meagan; Bohannon, Lauren; Bush, Amy; Sung, Anthony D.; Hohl, Tobias M.; Perales, Miguel-Angel; den Brink, Marcel R. M. van; Xavier, Joao B.",Nature,"The gut microbiota influences development1–3 and homeostasis4–7 of the mammalian immune system, and is associated with human inflammatory8 and immune diseases9,10 as well as responses to immunotherapy11–14. Nevertheless, our understanding of how gut bacteria modulate the immune system remains limited, particularly in humans, where the difficulty of direct experimentation makes inference challenging. Here we study hundreds of hospitalized—and closely monitored—patients with cancer receiving haematopoietic cell transplantation as they recover from chemotherapy and stem-cell engraftment. This aggressive treatment causes large shifts in both circulatory immune cell and microbiota populations, enabling the relationships between the two to be studied simultaneously. Analysis of observed daily changes in circulating neutrophil, lymphocyte and monocyte counts and more than 10,000 longitudinal microbiota samples revealed consistent associations between gut bacteria and immune cell dynamics. High-resolution clinical metadata and Bayesian inference allowed us to compare the effects of bacterial genera in relation to those of immunomodulatory medications, revealing a considerable influence of the gut microbiota—together and over time—on systemic immune cell dynamics. Our analysis establishes and quantifies the link between the gut microbiota and the human immune system, with implications for microbiota-driven modulation of immunity. Influence of the gut microbiome on the human immune system is revealed by systems analysis of vast clinical data from decades of electronic health records paired with massive longitudinal microbiome sequencing.",Nature,303-307,Liao cited,0028-0836,7837,588,2020,
06d735e1-e91f-4455-be7b-30f09f13e986,,article,2025-09-09T17:55:35Z,2025-10-20T18:08:31Z,sophie.huebler@utah.edu (Sophie Huebler),2026-02-25T22:26:37Z,TRUE,,,FALSE,,10.1038/s41597-021-00860-8,,33654104,PMC7925583,,Compilation of longitudinal microbiota data and hospitalome from hematopoietic cell transplantation patients.pdf,2021,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/06d735e1-e91f-4455-be7b-30f09f13e986,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:06d735e1-e91f-4455-be7b-30f09f13e986,"Liao, Chen","Xavier, Joao B.",Compilation of longitudinal microbiota data and hospitalome from hematopoietic cell transplantation patients,"Liao, Chen; Taylor, Bradford P.; Ceccarani, Camilla; Fontana, Emily; Amoretti, Luigi A.; Wright, Roberta J.; Gomes, Antonio L. C.; Peled, Jonathan U.; Taur, Ying; Perales, Miguel-Angel; den Brink, Marcel R. M. van; Littmann, Eric; Pamer, Eric G.; Schluter, Jonas; Xavier, Joao B.",Scientific Data,"The impact of the gut microbiota in human health is affected by several factors including its composition, drug administrations, therapeutic interventions and underlying diseases. Unfortunately, many human microbiota datasets available publicly were collected to study the impact of single variables, and typically consist of outpatients in cross-sectional studies, have small sample numbers and/or lack metadata to account for confounders. These limitations can complicate reusing the data for questions outside their original focus. Here, we provide comprehensive longitudinal patient dataset that overcomes those limitations: a collection of fecal microbiota compositions (>10,000 microbiota samples from >1,000 patients) and a rich description of the “hospitalome” experienced by the hosts, i.e., their drug exposures and other metadata from patients with cancer, hospitalized to receive allogeneic hematopoietic cell transplantation (allo-HCT) at a large cancer center in the United States. We present five examples of how to apply these data to address clinical and scientific questions on host-associated microbial communities.",Sci. Data,71,"Contact?,Main liao compilation",,1,8,,
65d8673b-ce4e-4be7-9bdc-9837df777ab3,,article,2025-08-27T19:08:06Z,2025-10-20T18:11:53Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1084/jem.20112408,,22547653,PMC3348096,,Regulation of intestinal inflammation by microbiota following allogeneic bone marrow transplantation.pdf,2012,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/65d8673b-ce4e-4be7-9bdc-9837df777ab3,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:65d8673b-ce4e-4be7-9bdc-9837df777ab3,"Jenq, Robert R.","den Brink, Marcel R.M. van",Regulation of intestinal inflammation by microbiota following allogeneic bone marrow transplantation,"Jenq, Robert R.; Ubeda, Carles; Taur, Ying; Menezes, Clarissa C.; Khanin, Raya; Dudakov, Jarrod A.; Liu, Chen; West, Mallory L.; Singer, Natalie V.; Equinda, Michele J.; Gobourne, Asia; Lipuma, Lauren; Young, Lauren F.; Smith, Odette M.; Ghosh, Arnab; Hanash, Alan M.; Goldberg, Jenna D.; Aoyama, Kazutoshi; Blazar, Bruce R.; Pamer, Eric G.; den Brink, Marcel R.M. van",Journal of Experimental Medicine,"Despite a growing understanding of the link between intestinal inflammation and resident gut microbes, longitudinal studies of human flora before initial onset of intestinal inflammation have not been reported. Here, we demonstrate in murine and human recipients of allogeneic bone marrow transplantation (BMT) that intestinal inflammation secondary to graft-versus-host disease (GVHD) is associated with major shifts in the composition of the intestinal microbiota. The microbiota, in turn, can modulate the severity of intestinal inflammation. In mouse models of GVHD, we observed loss of overall diversity and expansion of Lactobacillales and loss of Clostridiales. Eliminating Lactobacillales from the flora of mice before BMT aggravated GVHD, whereas reintroducing the predominant species of Lactobacillus mediated significant protection against GVHD. We then characterized gut flora of patients during onset of intestinal inflammation caused by GVHD and found patterns mirroring those in mice. We also identified increased microbial chaos early after allogeneic BMT as a potential risk factor for subsequent GVHD. Together, these data demonstrate regulation of flora by intestinal inflammation and suggest that flora manipulation may reduce intestinal inflammation and improve outcomes for allogeneic BMT recipients.",J. Exp. Med.,903-911,Liao cited,0022-1007,5,209,,
70382750-ca64-4e42-9921-661e645c2bb5,,article,2025-08-24T00:24:47Z,2025-10-27T21:34:42Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-28T14:02:57Z,TRUE,,,FALSE,,10.1126/science.aax3760,,31780560,PMC7003985,,"login.ezproxy.lib.utah.edu 8/23/2025, 6:24:48 PM.pdf",2019,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/70382750-ca64-4e42-9921-661e645c2bb5,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:70382750-ca64-4e42-9921-661e645c2bb5,"Stein-Thoeringer, C. K.","den Brink, M. R. M. van",Lactose drives Enterococcus expansion to promote graft-versus-host disease,"Stein-Thoeringer, C. K.; Nichols, K. B.; Lazrak, A.; Docampo, M. D.; Slingerland, A. E.; Slingerland, J. B.; Clurman, A. G.; Armijo, G.; Gomes, A. L. C.; Shono, Y.; Staffas, A.; da Silva, M. Burgos; Devlin, S. M.; Markey, K. A.; Bajic, D.; Pinedo, R.; Tsakmaklis, A.; Littmann, E. R.; Pastore, A.; Taur, Y.; Monette, S.; Arcila, M. E.; Pickard, A. J.; Maloy, M.; Wright, R. J.; Amoretti, L. A.; Fontana, E.; Pham, D.; Jamal, M. A.; Weber, D.; Sung, A. D.; Hashimoto, D.; Scheid, C.; Xavier, J. B.; Messina, J. A.; Romero, K.; Lew, M.; Bush, A.; Bohannon, L.; Hayasaka, K.; Hasegawa, Y.; Vehreschild, M. J. G. T.; Cross, J. R.; Ponce, D. M.; Perales, M. A.; Giralt, S. A.; Jenq, R. R.; Teshima, T.; Holler, E.; Chao, N. J.; Pamer, E. G.; Peled, J. U.; den Brink, M. R. M. van",Science,"Disruption of intestinal microbial communities appears to underlie many human illnesses, but the mechanisms that promote this dysbiosis and its adverse consequences are poorly understood. In patients who received allogeneic hematopoietic cell transplantation (allo-HCT), we describe a high incidence of enterococcal expansion, which was associated with graft-versus-host disease (GVHD) and mortality. We found that Enterococcus also expands in the mouse gastrointestinal tract after allo-HCT and exacerbates disease severity in gnotobiotic models. Enterococcus growth is dependent on the disaccharide lactose, and dietary lactose depletion attenuates Enterococcus outgrowth and reduces the severity of GVHD in mice. Allo-HCT patients carrying lactose-nonabsorber genotypes showed compromised clearance of postantibiotic Enterococcus domination. We report lactose as a common nutrient that drives expansion of a commensal bacterium that exacerbates an intestinal and systemic inflammatory disease.",Science,1143-1149,"Entero,Liao cited",0036-8075,6469,366,,
b7746dbd-3158-4e96-afa0-93cec8a668ef,,article,2025-08-10T01:04:21Z,2025-10-27T19:58:18Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-27T19:54:38Z,TRUE,"Bioproject 812584
Accession: PRJNA812584",,FALSE,,10.1016/j.bbmt.2015.04.016,,25977230,PMC4516127,,1-s2.0-S1083879115002931-main.pdf,2015,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/b7746dbd-3158-4e96-afa0-93cec8a668ef,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:b7746dbd-3158-4e96-afa0-93cec8a668ef,"Jenq, Robert R.","den Brink, Marcel R.M. van",Intestinal Blautia Is Associated with Reduced Death from Graft-versus-Host Disease,"Jenq, Robert R.; Taur, Ying; Devlin, Sean M.; Ponce, Doris M.; Goldberg, Jenna D.; Ahr, Katya F.; Littmann, Eric R.; Ling, Lilan; Gobourne, Asia C.; Miller, Liza C.; Docampo, Melissa D.; Peled, Jonathan U.; Arpaia, Nicholas; Cross, Justin R.; Peets, Tatanisha K.; Lumish, Melissa A.; Shono, Yusuke; Dudakov, Jarrod A.; Poeck, Hendrik; Hanash, Alan M.; Barker, Juliet N.; Perales, Miguel-Angel; Giralt, Sergio A.; Pamer, Eric G.; den Brink, Marcel R.M. van",Biology of Blood and Marrow Transplantation," The relationship between intestinal microbiota composition and acute graft-versus-host disease (GVHD) after allogeneic blood/marrow transplantation (allo-BMT) is not well understood. Intestinal bacteria have long been thought to contribute to GVHD pathophysiology, but recent animal studies in nontransplant settings have found that anti-inflammatory effects are mediated by certain subpopulations of intestinal commensals. Hypothesizing that a more nuanced relationship may exist between the intestinal bacteria and GVHD, we evaluated the fecal bacterial composition of 64 patients 12 days after BMT. We found that increased bacterial diversity was associated with reduced GVHD-related mortality. Furthermore, harboring increased amounts of bacteria belonging to the genus Blautia was associated with reduced GVHD lethality in this cohort and was confirmed in another independent cohort of 51 patients from the same institution. Blautia abundance was also associated with improved overall survival. We evaluated the abundance of Blautia with respect to clinical factors and found that loss of Blautia was associated with treatment with antibiotics that inhibit anaerobic bacteria and receiving total parenteral nutrition for longer durations. We conclude that increased abundance of commensal bacteria belonging to the Blautia genus is associated with reduced lethal GVHD and improved overall survival.",Biol. Blood Marrow Transplant.,1373-1383,"Available,Liao cited,SCFA",1083-8791,8,21,,blautia_jenq2015
644019f9-622e-45b0-b18a-8aaad5d7084c,,article,2025-08-09T23:29:18Z,2025-10-20T18:16:17Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-30T21:46:52Z,TRUE,,,FALSE,,10.1056/nejmoa1900623,,32101664,PMC7534690,,"login.ezproxy.lib.utah.edu 8/9/2025, 5:29:20 PM.pdf",2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/644019f9-622e-45b0-b18a-8aaad5d7084c,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:644019f9-622e-45b0-b18a-8aaad5d7084c,"Peled, Jonathan U.","den Brink, Marcel R.M. van",Microbiota as Predictor of Mortality in Allogeneic Hematopoietic-Cell Transplantation,"Peled, Jonathan U.; Gomes, Antonio L.C.; Devlin, Sean M.; Littmann, Eric R.; Taur, Ying; Sung, Anthony D.; Weber, Daniela; Hashimoto, Daigo; Slingerland, Ann E.; Slingerland, John B.; Maloy, Molly; Clurman, Annelie G.; Stein-Thoeringer, Christoph K.; Markey, Kate A.; Docampo, Melissa D.; da Silva, Marina Burgos; Khan, Niloufer; Gessner, André; Messina, Julia A.; Romero, Kristi; Lew, Meagan V.; Bush, Amy; Bohannon, Lauren; Brereton, Daniel G.; Fontana, Emily; Amoretti, Luigi A.; Wright, Roberta J.; Armijo, Gabriel K.; Shono, Yusuke; Sanchez-Escamilla, Míriam; Flores, Nerea Castillo; Tomas, Ana Alarcon; Lin, Richard J.; Segundo, Lucrecia Yáñez San; Shah, Gunjan L.; Cho, Christina; Scordo, Michael; Politikos, Ioannis; Hayasaka, Kasumi; Hasegawa, Yuta; Gyurkocza, Boglarka; Ponce, Doris M.; Barker, Juliet N.; Perales, Miguel-Angel; Giralt, Sergio A.; Jenq, Robert R.; Teshima, Takanori; Chao, Nelson J.; Holler, Ernst; Xavier, Joao B.; Pamer, Eric G.; den Brink, Marcel R.M. van",New England Journal of Medicine,"Background Relationships between microbiota composition and clinical outcomes after allogeneic hematopoietic-cell transplantation have been described in single-center studies. Geographic v... Deleterious Alterations in the Microbiota in Allogeneic HCT In this study, the gastrointestinal microbiome was serially monitored in patients undergoing allogeneic hematopoietic-cell transplantatio...",N. Engl. J. Med.,822-834,Liao cited,0028-4793,9,382,,
88d8e65d-ec1d-4fdc-9672-25a084588199,,article,2025-06-13T20:09:36Z,2025-10-27T21:34:42Z,sophie.huebler@utah.edu (Sophie Huebler),2025-06-13T20:15:01Z,TRUE,,,FALSE,,10.1093/cid/cis580,,22718773,PMC3657523,,cis580.pdf,2012,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/88d8e65d-ec1d-4fdc-9672-25a084588199,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:88d8e65d-ec1d-4fdc-9672-25a084588199,"Taur, Ying","Pamer, Eric G.",Intestinal Domination and the Risk of Bacteremia in Patients Undergoing Allogeneic Hematopoietic Stem Cell Transplantation,"Taur, Ying; Xavier, Joao B.; Lipuma, Lauren; Ubeda, Carles; Goldberg, Jenna; Gobourne, Asia; Lee, Yeon Joo; Dubin, Krista A.; Socci, Nicholas D.; Viale, Agnes; Perales, Miguel-Angel; Jenq, Robert R.; den Brink, Marcel R. M. van; Pamer, Eric G.",Clinical Infectious Diseases,"Background . Bacteremia is a frequent complication of allogeneic hematopoietic stem cell transplantation (allo-HSCT). It is unclear whether changes in the intestinal microbiota during allo-HSCT contribute to the development of bacteremia. We examined the microbiota of patients undergoing allo-HSCT, and correlated microbial shifts with the risk of bacteremia. Methods . Fecal specimens were collected longitudinally from 94 patients undergoing allo-HSCT, from before transplant until 35 days after transplant. The intestinal microbiota was characterized by 454 pyrosequencing of the V1-V3 region of bacterial 16S ribosomal RNA genes. Microbial diversity was estimated by grouping sequences into operational taxonomic units and calculating the Shannon diversity index. Phylogenetic classification was obtained using the Ribosomal Database Project classifier. Associations of the microbiota with clinical predictors and outcomes were evaluated. Results . During allo-HSCT, patients developed reduced diversity, with marked shifts in bacterial populations inhabiting the gut. Intestinal domination, defined as occupation of at least 30% of the microbiota by a single predominating bacterial taxon, occurred frequently. Commonly encountered dominating organisms included Enterococcus, Streptococcus, and various Proteobacteria. Enterococcal domination was increased 3-fold by metronidazole administration, whereas domination by Proteobacteria was reduced 10-fold by fluoroquinolone administration. As a predictor of outcomes, enterococcal domination increased the risk of Vancomycin-resistant Enterococcus bacteremia 9-fold, and proteobacterial domination increased the risk of gram-negative rod bacteremia 5-fold. Conclusions . During allo-HSCT, the diversity and stability of the intestinal flora are disrupted, resulting in domination by bacteria associated with subsequent bacteremia. Assessment of fecal microbiota identifies patients at highest risk for bloodstream infection during allo-HCST.",Clin. Infect. Dis.,905-914,"Entero,Liao cited",1058-4838,7,55,,
395dd56e-7f00-43dc-8c32-519ea3a6d3d0,,article,2025-06-12T21:38:56Z,2025-10-20T18:23:37Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1126/scitranslmed.aaf2311,,27194729,PMC4991773,,,2016,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/395dd56e-7f00-43dc-8c32-519ea3a6d3d0,,"Shono, Yusuke","Jenq, Robert R.",Increased GVHD-related mortality with broad-spectrum antibiotic use after allogeneic hematopoietic stem cell transplantation in human patients and mice,"Shono, Yusuke; Docampo, Melissa D.; Peled, Jonathan U.; Perobelli, Suelen M.; Velardi, Enrico; Tsai, Jennifer J.; Slingerland, Ann E.; Smith, Odette M.; Young, Lauren F.; Gupta, Jyotsna; Lieberman, Sophia R.; Jay, Hillary V.; Ahr, Katya F.; Rodriguez, Kori A. Porosnicu; Xu, Ke; Calarfiore, Marco; Poeck, Hendrik; Caballero, Silvia; Devlin, Sean M.; Rapaport, Franck; Dudakov, Jarrod A.; Hanash, Alan M.; Gyurkocza, Boglarka; Murphy, George F.; Gomes, Camilla; Liu, Chen; Moss, Eli L.; Falconer, Shannon B.; Bhatt, Ami S.; Taur, Ying; Pamer, Eric G.; den Brink, Marcel R. M. van; Jenq, Robert R.",Science Translational Medicine,"Intestinal bacteria may modulate the risk of infection and graft-versus-host disease (GVHD) after allogeneic hematopoietic stem cell transplantation (allo-HSCT). Allo-HSCT recipients often develop neutropenic fever, which is treated with antibiotics that may target anaerobic bacteria in the gut. We retrospectively examined 857 allo-HSCT recipients and found that treatment of neutropenic fever with imipenem-cilastatin and piperacillin-tazobactam antibiotics was associated with increased GVHD-related mortality at 5 years (21.5% for imipenem-cilastatin–treated patients versus 13.1% for untreated patients, P = 0.025; 19.8% for piperacillin-tazobactam–treated patients versus 11.9% for untreated patients, P = 0.007). However, two other antibiotics also used to treat neutropenic fever, aztreonam and cefepime, were not associated with GVHD-related mortality (P = 0.78 and P = 0.98, respectively). Analysis of stool specimens from allo-HSCT recipients showed that piperacillin-tazobactam administration was associated with perturbation of gut microbial composition. Studies in mice demonstrated aggravated GVHD mortality with imipenem-cilastatin or piperacillin-tazobactam compared to aztreonam (P < 0.01 and P < 0.05, respectively). We found pathological evidence for increased GVHD in the colon of imipenem-cilastatin–treated mice (P < 0.05), but no difference in the concentration of short-chain fatty acids or numbers of regulatory T cells. Notably, imipenem-cilastatin treatment of mice with GVHD led to loss of the protective mucus lining of the colon (P < 0.01) and the compromising of intestinal barrier function (P < 0.05). Sequencing of mouse stool specimens showed an increase in Akkermansia muciniphila (P < 0.001), a commensal bacterium with mucus-degrading capabilities, raising the possibility that mucus degradation may contribute to murine GVHD. We demonstrate an underappreciated risk for the treatment of allo-HSCT recipients with antibiotics that may exacerbate GVHD in the colon.",Sci. Transl. Med.,339ra71,Liao cited,1946-6234,339,8,2016,
74a814d1-5fe2-4b1d-a5e6-2e981b17df20,,article,2025-06-12T21:38:29Z,2025-10-20T18:18:37Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1126/scitranslmed.aap9489,,30257956,PMC6468978,,scitranslmed.aap9489.pdf,2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/74a814d1-5fe2-4b1d-a5e6-2e981b17df20,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:74a814d1-5fe2-4b1d-a5e6-2e981b17df20,"Taur, Ying","Xavier, Joao B.",Reconstitution of the gut microbiota of antibiotic-treated patients by autologous fecal microbiota transplant,"Taur, Ying; Coyte, Katharine; Schluter, Jonas; Robilotti, Elizabeth; Figueroa, Cesar; Gjonbalaj, Mergim; Littmann, Eric R.; Ling, Lilan; Miller, Liza; Gyaltshen, Yangtsho; Fontana, Emily; Morjaria, Sejal; Gyurkocza, Boglarka; Perales, Miguel-Angel; Castro-Malaspina, Hugo; Tamari, Roni; Ponce, Doris; Koehne, Guenther; Barker, Juliet; Jakubowski, Ann; Papadopoulos, Esperanza; Dahi, Parastoo; Sauter, Craig; Shaffer, Brian; Young, James W.; Peled, Jonathan; Meagher, Richard C.; Jenq, Robert R.; den Brink, Marcel R. M. van; Giralt, Sergio A.; Pamer, Eric G.; Xavier, Joao B.",Science Translational Medicine,"Antibiotic treatment can deplete the commensal bacteria of a patient’s gut microbiota and, paradoxically, increase their risk of subsequent infections. In allogeneic hematopoietic stem cell transplantation (allo-HSCT), antibiotic administration is essential for optimal clinical outcomes but significantly disrupts intestinal microbiota diversity, leading to loss of many beneficial microbes. Although gut microbiota diversity loss during allo-HSCT is associated with increased mortality, approaches to reestablish depleted commensal bacteria have yet to be developed. We have initiated a randomized, controlled clinical trial of autologous fecal microbiota transplantation (auto-FMT) versus no intervention and have analyzed the intestinal microbiota profiles of 25 allo-HSCT patients (14 who received auto-FMT treatment and 11 control patients who did not). Changes in gut microbiota diversity and composition revealed that the auto-FMT intervention boosted microbial diversity and reestablished the intestinal microbiota composition that the patient had before antibiotic treatment and allo-HSCT. These results demonstrate the potential for fecal sample banking and posttreatment remediation of a patient’s gut microbiota after microbiota-depleting antibiotic treatment during allo-HSCT.",Sci. Transl. Med.,,Liao cited,1946-6234,460,10,2018,
