Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR28352829,AMPLICON,597,119609097,PRJNA1088414,SAMN40468640,Metagenome or environmental,83472955,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958295,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,53_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,53_pre_16S,patient_53_pre_transplant,SRP495415
SRR28352830,AMPLICON,598,85465029,PRJNA1088414,SAMN40468639,Metagenome or environmental,60392215,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958294,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,53_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,53_post_16S,patient_53_post_transplant,SRP495415
SRR28352831,AMPLICON,597,147921679,PRJNA1088414,SAMN40468638,Metagenome or environmental,101858262,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958293,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,52_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,52_pre_16S,patient_52_pre_transplant,SRP495415
SRR28352832,AMPLICON,598,109256760,PRJNA1088414,SAMN40468566,Metagenome or environmental,71128667,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958292,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,103_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,103_pre_16S,patient_103_pre_transplant,SRP495415
SRR28352833,AMPLICON,598,93849974,PRJNA1088414,SAMN40468637,Metagenome or environmental,57211434,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958291,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,51_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,51_pre_16S,patient_51_pre_transplant,SRP495415
SRR28352834,AMPLICON,598,93412615,PRJNA1088414,SAMN40468636,Metagenome or environmental,60073671,FISABIO,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958290,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,50_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,50_pre_16S,patient_50_pre_transplant,SRP495415
SRR28352835,AMPLICON,597,103669772,PRJNA1088414,SAMN40468635,Metagenome or environmental,72532112,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958289,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,50_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,50_post_16S,patient_50_post_transplant,SRP495415
SRR28352836,AMPLICON,598,51917841,PRJNA1088414,SAMN40468634,Metagenome or environmental,30443718,FISABIO,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958288,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,5_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,5_pre_16S,patient_5_pre_transplant,SRP495415
SRR28352837,AMPLICON,598,194248916,PRJNA1088414,SAMN40468633,Metagenome or environmental,114358200,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23958287,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,5_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,5_post_16S,patient_5_post_transplant,SRP495415
SRR28352838,AMPLICON,598,111316997,PRJNA1088414,SAMN40468632,Metagenome or environmental,71622613,FISABIO,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958286,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,49_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,49_pre_16S,patient_49_pre_transplant,SRP495415
SRR28352839,AMPLICON,596,66142239,PRJNA1088414,SAMN40468631,Metagenome or environmental,47086010,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958285,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,49_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,49_post_16S,patient_49_post_transplant,SRP495415
SRR28352840,AMPLICON,597,69660014,PRJNA1088414,SAMN40468630,Metagenome or environmental,50027088,FISABIO,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958284,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,48_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,48_post_16S,patient_48_post_transplant,SRP495415
SRR28352841,AMPLICON,597,76812392,PRJNA1088414,SAMN40468629,Metagenome or environmental,47400625,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958283,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,47_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,47_pre_16S,patient_47_pre_transplant,SRP495415
SRR28352842,AMPLICON,599,43798612,PRJNA1088414,SAMN40468628,Metagenome or environmental,31343099,FISABIO,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958282,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,46_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,46_pre_16S,patient_46_pre_transplant,SRP495415
SRR28352843,AMPLICON,597,76669335,PRJNA1088414,SAMN40468565,Metagenome or environmental,49494978,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23958281,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,102_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,102_pre_16S,patient_102_pre_transplant,SRP495415
SRR28352844,AMPLICON,599,56413539,PRJNA1088414,SAMN40468627,Metagenome or environmental,40393714,FISABIO,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958280,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,46_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,46_post_16S,patient_46_post_transplant,SRP495415
SRR28352845,AMPLICON,598,103676107,PRJNA1088414,SAMN40468626,Metagenome or environmental,64333046,FISABIO,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958279,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,45_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,45_pre_16S,patient_45_pre_transplant,SRP495415
SRR28352846,AMPLICON,598,56949882,PRJNA1088414,SAMN40468625,Metagenome or environmental,40889625,FISABIO,2016,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958278,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,45_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,45_post_16S,patient_45_post_transplant,SRP495415
SRR28352847,AMPLICON,598,92257109,PRJNA1088414,SAMN40468624,Metagenome or environmental,57141651,FISABIO,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958277,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,44_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,44_pre_16S,patient_44_pre_transplant,SRP495415
SRR28352848,AMPLICON,593,62430556,PRJNA1088414,SAMN40468623,Metagenome or environmental,45633950,FISABIO,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958276,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,44_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,44_post_16S,patient_44_post_transplant,SRP495415
SRR28352849,AMPLICON,598,79724365,PRJNA1088414,SAMN40468622,Metagenome or environmental,49859397,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958275,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,43_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,43_pre_16S,patient_43_pre_transplant,SRP495415
SRR28352850,AMPLICON,597,107501588,PRJNA1088414,SAMN40468621,Metagenome or environmental,75041183,FISABIO,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958274,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,42_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:21:00Z,1,42_pre_16S,patient_42_pre_transplant,SRP495415
SRR28352851,AMPLICON,597,130883028,PRJNA1088414,SAMN40468657,Metagenome or environmental,91487364,FISABIO,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958273,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,62_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,62_pre_16S,patient_62_pre_transplant,SRP495415
SRR28352852,AMPLICON,598,96689850,PRJNA1088414,SAMN40468656,Metagenome or environmental,67189943,FISABIO,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958272,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,62_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,62_post_16S,patient_62_post_transplant,SRP495415
SRR28352853,AMPLICON,598,39660180,PRJNA1088414,SAMN40468655,Metagenome or environmental,24978103,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958271,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,61_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,61_pre_16S,patient_61_pre_transplant,SRP495415
SRR28352854,AMPLICON,598,132052922,PRJNA1088414,SAMN40468654,Metagenome or environmental,93987076,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958270,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,61_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:21:00Z,1,61_post_16S,patient_61_post_transplant,SRP495415
SRR28352855,AMPLICON,597,64257905,PRJNA1088414,SAMN40468653,Metagenome or environmental,38709676,FISABIO,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23958269,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,60_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,60_pre_16S,patient_60_pre_transplant,SRP495415
SRR28352856,AMPLICON,598,85118965,PRJNA1088414,SAMN40468652,Metagenome or environmental,59817940,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958268,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,60_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,60_post_16S,patient_60_post_transplant,SRP495415
SRR28352857,AMPLICON,597,138875845,PRJNA1088414,SAMN40468651,Metagenome or environmental,103082565,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958267,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,6_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,6_pre_16S,patient_6_pre_transplant,SRP495415
SRR28352858,AMPLICON,597,113064434,PRJNA1088414,SAMN40468650,Metagenome or environmental,80222230,FISABIO,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958266,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,59_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,59_pre_16S,patient_59_pre_transplant,SRP495415
SRR28352859,AMPLICON,593,72127648,PRJNA1088414,SAMN40468591,Metagenome or environmental,41480082,FISABIO,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958265,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,24_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,24_pre_16S,patient_24_pre_transplant,SRP495415
SRR28352860,AMPLICON,597,36560764,PRJNA1088414,SAMN40468590,Metagenome or environmental,24943906,FISABIO,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958264,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,24_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,24_post_16S,patient_24_post_transplant,SRP495415
SRR28352861,AMPLICON,598,79484830,PRJNA1088414,SAMN40468589,Metagenome or environmental,45365815,FISABIO,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958263,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,23_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,23_pre_16S,patient_23_pre_transplant,SRP495415
SRR28352862,AMPLICON,598,29193828,PRJNA1088414,SAMN40468588,Metagenome or environmental,17030681,FISABIO,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958262,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,22_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,22_pre_16S,patient_22_pre_transplant,SRP495415
SRR28352863,AMPLICON,598,36826784,PRJNA1088414,SAMN40468561,Metagenome or environmental,23530316,FISABIO,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958261,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,100_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,100_post_16S,patient_100_post_transplant,SRP495415
SRR28352864,AMPLICON,598,53258995,PRJNA1088414,SAMN40468587,Metagenome or environmental,29548315,FISABIO,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958260,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,22_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,22_post_16S,patient_22_post_transplant,SRP495415
SRR28352865,AMPLICON,598,110542532,PRJNA1088414,SAMN40468586,Metagenome or environmental,75607159,FISABIO,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958259,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,21_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,21_pre_16S,patient_21_pre_transplant,SRP495415
SRR28352866,AMPLICON,598,49693921,PRJNA1088414,SAMN40468585,Metagenome or environmental,27951374,FISABIO,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958258,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,20_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,20_pre_16S,patient_20_pre_transplant,SRP495415
SRR28352867,AMPLICON,597,99655539,PRJNA1088414,SAMN40468584,Metagenome or environmental,74105929,FISABIO,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958257,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,2_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:21:00Z,1,2_pre_16S,patient_2_pre_transplant,SRP495415
SRR28352868,AMPLICON,595,75311198,PRJNA1088414,SAMN40468583,Metagenome or environmental,57150463,FISABIO,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958256,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,2_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,2_post_16S,patient_2_post_transplant,SRP495415
SRR28352869,AMPLICON,598,52086568,PRJNA1088414,SAMN40468582,Metagenome or environmental,32316759,FISABIO,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958255,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,19_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,19_pre_16S,patient_19_pre_transplant,SRP495415
SRR28352870,AMPLICON,597,55139692,PRJNA1088414,SAMN40468581,Metagenome or environmental,32634169,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23958254,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,18_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,18_pre_16S,patient_18_pre_transplant,SRP495415
SRR28352871,AMPLICON,596,50076768,PRJNA1088414,SAMN40468580,Metagenome or environmental,29473909,FISABIO,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23958253,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,18_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,18_post_16S,patient_18_post_transplant,SRP495415
SRR28352872,AMPLICON,598,99714116,PRJNA1088414,SAMN40468579,Metagenome or environmental,60538156,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958252,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,17_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,17_pre_16S,patient_17_pre_transplant,SRP495415
SRR28352873,AMPLICON,597,50901612,PRJNA1088414,SAMN40468578,Metagenome or environmental,30174077,FISABIO,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23958251,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,17_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,17_post_16S,patient_17_post_transplant,SRP495415
SRR28352874,AMPLICON,598,115301852,PRJNA1088414,SAMN40468560,Metagenome or environmental,65774976,FISABIO,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958250,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,10_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,10_pre_16S,patient_10_pre_transplant,SRP495415
SRR28352875,AMPLICON,597,116866104,PRJNA1088414,SAMN40468577,Metagenome or environmental,80485851,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23958249,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,16_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,16_pre_16S,patient_16_pre_transplant,SRP495415
SRR28352876,AMPLICON,597,135237390,PRJNA1088414,SAMN40468576,Metagenome or environmental,91696553,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958248,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,15_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,15_pre_16S,patient_15_pre_transplant,SRP495415
SRR28352877,AMPLICON,596,77534954,PRJNA1088414,SAMN40468729,Metagenome or environmental,49125222,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX23958247,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,99_pre_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,99_pre_16S,patient_99_pre_transplant,SRP495415
SRR28352878,AMPLICON,597,77574623,PRJNA1088414,SAMN40468728,Metagenome or environmental,50751865,FISABIO,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX23958246,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,99_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,99_post_16S,patient_99_post_transplant,SRP495415
SRR28352879,AMPLICON,598,40326144,PRJNA1088414,SAMN40468575,Metagenome or environmental,25175840,FISABIO,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23958245,Spain,Europe,Spain: Valencia,Homo sapiens,Illumina MiSeq,feces,39.46 N 0.46 W,15_post_16S,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-15T00:00:00Z,2024-03-15T09:20:00Z,1,15_post_16S,patient_15_post_transplant,SRP495415
